year,origin,destin,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
1998,"""ATLANTA, GA""","""CHARLOTTE, NC""",47,227,633,183,0.6853,5.42495,1,0,0,5.209486,29.43008,0.6853,6.45047
1999,"""ATLANTA, GA""","""CHARLOTTE, NC""",47,227,554,211,0.7024,5.42495,0,1,0,5.351858,29.43008,0.7024,6.317165
2000,"""ATLANTA, GA""","""CHARLOTTE, NC""",47,227,513,250,0.6904,5.42495,0,0,1,5.521461,29.43008,0.6904,6.240276
1997,"""ATLANTA, GA""","""CHICAGO, IL""",48,605,3369,125,0.4567,6.405229,0,0,0,4.828314,41.02695,0.4567,8.122372
1998,"""ATLANTA, GA""","""CHICAGO, IL""",48,605,3826,123,0.4608,6.405229,1,0,0,4.812184,41.02695,0.4608,8.249576
1999,"""ATLANTA, GA""","""CHICAGO, IL""",48,605,3599,133,0.4915,6.405229,0,1,0,4.890349,41.02695,0.4915,8.188412
2000,"""ATLANTA, GA""","""CHICAGO, IL""",48,605,3415,173,0.4592,6.405229,0,0,1,5.153292,41.02695,0.4592,8.135933
1997,"""ATLANTA, GA""","""CINCINNATI, OH""",49,373,400,269,0.9552,5.921578,0,0,0,5.594711,35.06509,0.9552,5.991465
1998,"""ATLANTA, GA""","""CINCINNATI, OH""",49,373,454,229,0.9676999,5.921578,1,0,0,5.433722,35.06509,0.9676999,6.118097
1999,"""ATLANTA, GA""","""CINCINNATI, OH""",49,373,410,252,0.9595,5.921578,0,1,0,5.529429,35.06509,0.9595,6.016157
2000,"""ATLANTA, GA""","""CINCINNATI, OH""",49,373,508,216,0.9568,5.921578,0,0,1,5.375278,35.06509,0.9568,6.230482
1997,"""ATLANTA, GA""","""CLEVELAND, OH""",50,554,857,121,0.5072,6.317165,0,0,0,4.795791,39.90657,0.5072,6.753438
1998,"""ATLANTA, GA""","""CLEVELAND, OH""",50,554,714,153,0.5195,6.317165,1,0,0,5.030438,39.90657,0.5195,6.570883
1999,"""ATLANTA, GA""","""CLEVELAND, OH""",50,554,683,184,0.4863,6.317165,0,1,0,5.214936,39.90657,0.4863,6.526495
2000,"""ATLANTA, GA""","""CLEVELAND, OH""",50,554,616,197,0.5367,6.317165,0,0,1,5.283204,39.90657,0.5367,6.423247
1997,"""ATLANTA, GA""","""CO SPRINGS, CO""",51,1186,186,174,0.7235,7.078341,0,0,0,5.159055,50.10292,0.7235,5.225747
1998,"""ATLANTA, GA""","""CO SPRINGS, CO""",51,1186,132,237,0.668,7.078341,1,0,0,5.46806,50.10292,0.668,4.882802
1999,"""ATLANTA, GA""","""CO SPRINGS, CO""",51,1186,151,210,0.6144,7.078341,0,1,0,5.347107,50.10292,0.6144,5.01728
2000,"""ATLANTA, GA""","""CO SPRINGS, CO""",51,1186,170,205,0.7328,7.078341,0,0,1,5.32301,50.10292,0.7328,5.135798
1997,"""ATLANTA, GA""","""COLUMBIA, SC""",52,191,129,209,0.9806,5.252274,0,0,0,5.342334,27.58638,0.9806,4.859812
1998,"""ATLANTA, GA""","""COLUMBIA, SC""",52,191,110,221,0.9763,5.252274,1,0,0,5.398163,27.58638,0.9763,4.70048
1999,"""ATLANTA, GA""","""COLUMBIA, SC""",52,191,94,231,0.9804,5.252274,0,1,0,5.442418,27.58638,0.9804,4.543295
2000,"""ATLANTA, GA""","""COLUMBIA, SC""",52,191,78,259,0.9676999,5.252274,0,0,1,5.556828,27.58638,0.9676999,4.356709
1997,"""ATLANTA, GA""","""COLUMBUS, OH""",53,446,582,165,0.89,6.100319,0,0,0,5.105946,37.21389,0.89,6.36647
1998,"""ATLANTA, GA""","""COLUMBUS, OH""",53,446,523,179,0.9399,6.100319,1,0,0,5.187386,37.21389,0.9399,6.259582
1999,"""ATLANTA, GA""","""COLUMBUS, OH""",53,446,483,200,0.9112,6.100319,0,1,0,5.298317,37.21389,0.9112,6.180017
2000,"""ATLANTA, GA""","""COLUMBUS, OH""",53,446,450,206,0.8647,6.100319,0,0,1,5.327876,37.21389,0.8647,6.109248
1997,"""ATLANTA, GA""","""DALLAS, TX""",54,732,2621,133,0.5136,6.59578,0,0,0,4.890349,43.50432,0.5136,7.871311
1998,"""ATLANTA, GA""","""DALLAS, TX""",54,732,2683,144,0.4758,6.59578,1,0,0,4.969813,43.50432,0.4758,7.894691
1999,"""ATLANTA, GA""","""DALLAS, TX""",54,732,2709,143,0.4853,6.59578,0,1,0,4.962845,43.50432,0.4853,7.904335
2000,"""ATLANTA, GA""","""DALLAS, TX""",54,732,2644,189,0.4768,6.59578,0,0,1,5.241747,43.50432,0.4768,7.880048
1997,"""ATLANTA, GA""","""DAYTON, OH""",55,432,280,190,0.9111,6.068426,0,0,0,5.247024,36.82579,0.9111,5.634789
1998,"""ATLANTA, GA""","""DAYTON, OH""",55,432,521,112,0.6831,6.068426,1,0,0,4.718499,36.82579,0.6831,6.25575
1999,"""ATLANTA, GA""","""DAYTON, OH""",55,432,584,119,0.6594,6.068426,0,1,0,4.779123,36.82579,0.6594,6.369901
2000,"""ATLANTA, GA""","""DAYTON, OH""",55,432,642,116,0.6275,6.068426,0,0,1,4.75359,36.82579,0.6275,6.464588
1997,"""ATLANTA, GA""","""DENVER, CO""",56,1199,1154,168,0.4066,7.089243,0,0,0,5.123964,50.25737,0.4066,7.05099
1998,"""ATLANTA, GA""","""DENVER, CO""",56,1199,1059,254,0.4096,7.089243,1,0,0,5.537334,50.25737,0.4096,6.96508
1999,"""ATLANTA, GA""","""DENVER, CO""",56,1199,1158,215,0.4033,7.089243,0,1,0,5.370638,50.25737,0.4033,7.05445
2000,"""ATLANTA, GA""","""DENVER, CO""",56,1199,1303,221,0.4913,7.089243,0,0,1,5.398163,50.25737,0.4913,7.172425
1997,"""ATLANTA, GA""","""DETROIT, MI""",57,594,1252,120,0.5216,6.386879,0,0,0,4.787492,40.79223,0.5216,7.132498
1998,"""ATLANTA, GA""","""DETROIT, MI""",57,594,1421,109,0.4788,6.386879,1,0,0,4.691348,40.79223,0.4788,7.259116
1999,"""ATLANTA, GA""","""DETROIT, MI""",57,594,1549,115,0.4759,6.386879,0,1,0,4.744932,40.79223,0.4759,7.345365
2000,"""ATLANTA, GA""","""DETROIT, MI""",57,594,1415,132,0.4909,6.386879,0,0,1,4.882802,40.79223,0.4909,7.254885
1997,"""ATLANTA, GA""","""FLINT, MI""",58,644,115,110,0.7566,6.467699,0,0,0,4.70048,41.83112,0.7566,4.744932
1998,"""ATLANTA, GA""","""FLINT, MI""",58,644,188,102,0.8543,6.467699,1,0,0,4.624973,41.83112,0.8543,5.236442
1999,"""ATLANTA, GA""","""FLINT, MI""",58,644,174,110,0.8734,6.467699,0,1,0,4.70048,41.83112,0.8734,5.159055
2000,"""ATLANTA, GA""","""FLINT, MI""",58,644,184,124,0.8358999,6.467699,0,0,1,4.820282,41.83112,0.8358999,5.214936
1997,"""ATLANTA, GA""","""FT. LAUDERDALE, FL""",59,581,1694,120,0.7829,6.364751,0,0,0,4.787492,40.51005,0.7829,7.434848
1998,"""ATLANTA, GA""","""FT. LAUDERDALE, FL""",59,581,1644,114,0.7339,6.364751,1,0,0,4.736198,40.51005,0.7339,7.404888
1999,"""ATLANTA, GA""","""FT. LAUDERDALE, FL""",59,581,1588,126,0.7434,6.364751,0,1,0,4.836282,40.51005,0.7434,7.370231
2000,"""ATLANTA, GA""","""FT. LAUDERDALE, FL""",59,581,1653,137,0.7172,6.364751,0,0,1,4.919981,40.51005,0.7172,7.410347
1997,"""ATLANTA, GA""","""FT. MYERS, FL""",60,515,376,121,0.8081,6.244167,0,0,0,4.795791,38.98962,0.8081,5.929589
1998,"""ATLANTA, GA""","""FT. MYERS, FL""",60,515,425,112,0.725,6.244167,1,0,0,4.718499,38.98962,0.725,6.052089
1999,"""ATLANTA, GA""","""FT. MYERS, FL""",60,515,420,127,0.6824,6.244167,0,1,0,4.844187,38.98962,0.6824,6.040255
2000,"""ATLANTA, GA""","""FT. MYERS, FL""",60,515,460,127,0.7254,6.244167,0,0,1,4.844187,38.98962,0.7254,6.131227
1997,"""ATLANTA, GA""","""GREENSBORO, NC""",61,306,325,224,0.9147,5.723585,0,0,0,5.411646,32.75943,0.9147,5.783825
1998,"""ATLANTA, GA""","""GREENSBORO, NC""",61,306,551,128,0.7516,5.723585,1,0,0,4.85203,32.75943,0.7516,6.311735
1999,"""ATLANTA, GA""","""GREENSBORO, NC""",61,306,682,101,0.7130001,5.723585,0,1,0,4.61512,32.75943,0.7130001,6.52503
2000,"""ATLANTA, GA""","""GREENSBORO, NC""",61,306,710,110,0.665,5.723585,0,0,1,4.70048,32.75943,0.665,6.565265
1997,"""ATLANTA, GA""","""HARTFORD, CT""",62,859,533,249,0.8214,6.755769,0,0,0,5.517453,45.64041,0.8214,6.278522
1998,"""ATLANTA, GA""","""HARTFORD, CT""",62,859,874,129,0.7509,6.755769,1,0,0,4.859812,45.64041,0.7509,6.77308
1999,"""ATLANTA, GA""","""HARTFORD, CT""",62,859,918,131,0.8211,6.755769,0,1,0,4.875197,45.64041,0.8211,6.822197
2000,"""ATLANTA, GA""","""HARTFORD, CT""",62,859,759,197,0.8162,6.755769,0,0,1,5.283204,45.64041,0.8162,6.632002
1997,"""ATLANTA, GA""","""HOUSTON, TX""",63,692,1352,123,0.4811,6.539586,0,0,0,4.812184,42.76619,0.4811,7.20934
1998,"""ATLANTA, GA""","""HOUSTON, TX""",63,692,1441,126,0.4239,6.539586,1,0,0,4.836282,42.76619,0.4239,7.273093
1999,"""ATLANTA, GA""","""HOUSTON, TX""",63,692,1518,133,0.4878,6.539586,0,1,0,4.890349,42.76619,0.4878,7.325149
2000,"""ATLANTA, GA""","""HOUSTON, TX""",63,692,1554,151,0.4528,6.539586,0,0,1,5.01728,42.76619,0.4528,7.348588
1997,"""ATLANTA, GA""","""INDIANAPOLIS, IN""",64,432,442,206,0.821,6.068426,0,0,0,5.327876,36.82579,0.821,6.09131
1998,"""ATLANTA, GA""","""INDIANAPOLIS, IN""",64,432,491,199,0.8558,6.068426,1,0,0,5.293305,36.82579,0.8558,6.196444
1999,"""ATLANTA, GA""","""INDIANAPOLIS, IN""",64,432,456,214,0.8449,6.068426,0,1,0,5.365976,36.82579,0.8449,6.122493
2000,"""ATLANTA, GA""","""INDIANAPOLIS, IN""",64,432,434,235,0.8269,6.068426,0,0,1,5.459586,36.82579,0.8269,6.073044
1997,"""ATLANTA, GA""","""JACKSON, MS""",65,341,198,237,0.9435,5.831882,0,0,0,5.46806,34.01085,0.9435,5.288267
1998,"""ATLANTA, GA""","""JACKSON, MS""",65,341,194,234,0.9619,5.831882,1,0,0,5.455321,34.01085,0.9619,5.267858
1999,"""ATLANTA, GA""","""JACKSON, MS""",65,341,201,247,0.9703,5.831882,0,1,0,5.509388,34.01085,0.9703,5.303305
2000,"""ATLANTA, GA""","""JACKSON, MS""",65,341,176,269,0.9568,5.831882,0,0,1,5.594711,34.01085,0.9568,5.170484
1997,"""ATLANTA, GA""","""JACKSONVILLE, FL""",66,270,885,98,0.8512,5.598422,0,0,0,4.584968,31.34233,0.8512,6.785588
1998,"""ATLANTA, GA""","""JACKSONVILLE, FL""",66,270,1027,93,0.7278,5.598422,1,0,0,4.532599,31.34233,0.7278,6.934397
1999,"""ATLANTA, GA""","""JACKSONVILLE, FL""",66,270,1032,94,0.7643,5.598422,0,1,0,4.543295,31.34233,0.7643,6.939254
2000,"""ATLANTA, GA""","""JACKSONVILLE, FL""",66,270,955,119,0.7078,5.598422,0,0,1,4.779123,31.34233,0.7078,6.861712
1997,"""ATLANTA, GA""","""KANSAS CITY, MO""",67,693,887,114,0.7467,6.54103,0,0,0,4.736198,42.78507,0.7467,6.787845
1998,"""ATLANTA, GA""","""KANSAS CITY, MO""",67,693,799,162,0.678,6.54103,1,0,0,5.087596,42.78507,0.678,6.683361
1999,"""ATLANTA, GA""","""KANSAS CITY, MO""",67,693,930,135,0.7504,6.54103,0,1,0,4.905275,42.78507,0.7504,6.835185
2000,"""ATLANTA, GA""","""KANSAS CITY, MO""",67,693,808,168,0.6367,6.54103,0,0,1,5.123964,42.78507,0.6367,6.694562
1997,"""ATLANTA, GA""","""LAS VEGAS, NV""",68,1747,721,181,0.6806,7.465655,0,0,0,5.198497,55.73601,0.6806,6.580639
1998,"""ATLANTA, GA""","""LAS VEGAS, NV""",68,1747,688,217,0.6765,7.465655,1,0,0,5.379897,55.73601,0.6765,6.533789
1999,"""ATLANTA, GA""","""LAS VEGAS, NV""",68,1747,715,237,0.5985,7.465655,0,1,0,5.46806,55.73601,0.5985,6.572282
2000,"""ATLANTA, GA""","""LAS VEGAS, NV""",68,1747,816,221,0.6752,7.465655,0,0,1,5.398163,55.73601,0.6752,6.704414
1997,"""ATLANTA, GA""","""LEXINGTON/FRANKFORT, KY""",69,303,179,156,0.8321,5.713733,0,0,0,5.049856,32.64674,0.8321,5.187386
1998,"""ATLANTA, GA""","""LEXINGTON/FRANKFORT, KY""",69,303,133,204,0.991,5.713733,1,0,0,5.31812,32.64674,0.991,4.890349
1999,"""ATLANTA, GA""","""LEXINGTON/FRANKFORT, KY""",69,303,121,232,0.9811,5.713733,0,1,0,5.446737,32.64674,0.9811,4.795791
2000,"""ATLANTA, GA""","""LEXINGTON/FRANKFORT, KY""",69,303,127,232,0.9829,5.713733,0,0,1,5.446737,32.64674,0.9829,4.844187
1997,"""ATLANTA, GA""","""LITTLE ROCK, AR""",70,453,216,184,0.8511,6.115892,0,0,0,5.214936,37.40413,0.8511,5.375278
1998,"""ATLANTA, GA""","""LITTLE ROCK, AR""",70,453,219,189,0.927,6.115892,1,0,0,5.241747,37.40413,0.927,5.389072
1999,"""ATLANTA, GA""","""LITTLE ROCK, AR""",70,453,201,221,0.9033,6.115892,0,1,0,5.398163,37.40413,0.9033,5.303305
2000,"""ATLANTA, GA""","""LITTLE ROCK, AR""",70,453,207,226,0.8852,6.115892,0,0,1,5.420535,37.40413,0.8852,5.332719
1997,"""ATLANTA, GA""","""LOS ANGELES, CA""",71,1946,1520,257,0.606,7.573531,0,0,0,5.549076,57.35838,0.606,7.326466
1998,"""ATLANTA, GA""","""LOS ANGELES, CA""",71,1946,1441,279,0.6499,7.573531,1,0,0,5.631212,57.35838,0.6499,7.273093
1999,"""ATLANTA, GA""","""LOS ANGELES, CA""",71,1946,1440,293,0.5579,7.573531,0,1,0,5.680172,57.35838,0.5579,7.272398
2000,"""ATLANTA, GA""","""LOS ANGELES, CA""",71,1946,1537,301,0.6369,7.573531,0,0,1,5.70711,57.35838,0.6369,7.337588
1997,"""ATLANTA, GA""","""LOUISVILLE, KY""",72,321,445,152,0.8958,5.771441,0,0,0,5.02388,33.30953,0.8958,6.098074
1998,"""ATLANTA, GA""","""LOUISVILLE, KY""",72,321,370,186,0.9771,5.771441,1,0,0,5.225747,33.30953,0.9771,5.913503
1999,"""ATLANTA, GA""","""LOUISVILLE, KY""",72,321,309,244,0.9614,5.771441,0,1,0,5.497168,33.30953,0.9614,5.733341
2000,"""ATLANTA, GA""","""LOUISVILLE, KY""",72,321,272,272,0.9508,5.771441,0,0,1,5.605802,33.30953,0.9508,5.605802
1997,"""ATLANTA, GA""","""MEMPHIS, TN""",73,332,1142,88,0.666,5.805135,0,0,0,4.477337,33.69959,0.666,7.040536
1998,"""ATLANTA, GA""","""MEMPHIS, TN""",73,332,1246,85,0.613,5.805135,1,0,0,4.442651,33.69959,0.613,7.127694
1999,"""ATLANTA, GA""","""MEMPHIS, TN""",73,332,1173,97,0.6654,5.805135,0,1,0,4.574711,33.69959,0.6654,7.06732
2000,"""ATLANTA, GA""","""MEMPHIS, TN""",73,332,1120,106,0.5882,5.805135,0,0,1,4.663439,33.69959,0.5882,7.021084
1997,"""ATLANTA, GA""","""MIAMI, FL""",74,595,816,179,0.5796,6.388561,0,0,0,5.187386,40.81371,0.5796,6.704414
1998,"""ATLANTA, GA""","""MIAMI, FL""",74,595,1513,109,0.5303,6.388561,1,0,0,4.691348,40.81371,0.5303,7.32185
1999,"""ATLANTA, GA""","""MIAMI, FL""",74,595,1566,121,0.5306,6.388561,0,1,0,4.795791,40.81371,0.5306,7.35628
2000,"""ATLANTA, GA""","""MIAMI, FL""",74,595,1591,134,0.5759,6.388561,0,0,1,4.89784,40.81371,0.5759,7.372118
1997,"""ATLANTA, GA""","""MILWAUKEE, WI""",75,669,366,207,0.428,6.505784,0,0,0,5.332719,42.32523,0.428,5.902633
1998,"""ATLANTA, GA""","""MILWAUKEE, WI""",75,669,326,208,0.4778,6.505784,1,0,0,5.337538,42.32523,0.4778,5.786897
1999,"""ATLANTA, GA""","""MILWAUKEE, WI""",75,669,394,198,0.5426,6.505784,0,1,0,5.288267,42.32523,0.5426,5.976351
2000,"""ATLANTA, GA""","""MILWAUKEE, WI""",75,669,401,208,0.5352,6.505784,0,0,1,5.337538,42.32523,0.5352,5.993961
1997,"""ATLANTA, GA""","""MINNEAPOLIS, MN""",76,906,908,215,0.4829,6.809039,0,0,0,5.370638,46.36301,0.4829,6.811244
1998,"""ATLANTA, GA""","""MINNEAPOLIS, MN""",76,906,963,200,0.4993,6.809039,1,0,0,5.298317,46.36301,0.4993,6.870053
1999,"""ATLANTA, GA""","""MINNEAPOLIS, MN""",76,906,1068,200,0.4811,6.809039,0,1,0,5.298317,46.36301,0.4811,6.973543
2000,"""ATLANTA, GA""","""MINNEAPOLIS, MN""",76,906,1192,141,0.546,6.809039,0,0,1,4.94876,46.36301,0.546,7.083388
1997,"""ATLANTA, GA""","""MOBILE, AL""",77,302,290,110,0.812,5.710427,0,0,0,4.70048,32.60897,0.812,5.669881
1998,"""ATLANTA, GA""","""MOBILE, AL""",77,302,231,158,0.9826,5.710427,1,0,0,5.062595,32.60897,0.9826,5.442418
1999,"""ATLANTA, GA""","""MOBILE, AL""",77,302,208,159,0.9875,5.710427,0,1,0,5.068904,32.60897,0.9875,5.337538
2000,"""ATLANTA, GA""","""MOBILE, AL""",77,302,176,165,0.9889,5.710427,0,0,1,5.105946,32.60897,0.9889,5.170484
1997,"""ATLANTA, GA""","""NASHVILLE, TN""",78,214,357,249,0.9848,5.365976,0,0,0,5.517453,28.7937,0.9848,5.877736
1998,"""ATLANTA, GA""","""NASHVILLE, TN""",78,214,349,241,0.9879,5.365976,1,0,0,5.484797,28.7937,0.9879,5.855072
1999,"""ATLANTA, GA""","""NASHVILLE, TN""",78,214,312,253,0.9923,5.365976,0,1,0,5.53339,28.7937,0.9923,5.743003
2000,"""ATLANTA, GA""","""NASHVILLE, TN""",78,214,303,274,0.991,5.365976,0,0,1,5.613128,28.7937,0.991,5.713733
1997,"""ATLANTA, GA""","""NEW ORLEANS, LA""",79,425,922,103,0.8294,6.052089,0,0,0,4.634729,36.62778,0.8294,6.826545
1998,"""ATLANTA, GA""","""NEW ORLEANS, LA""",79,425,1096,102,0.7792,6.052089,1,0,0,4.624973,36.62778,0.7792,6.999423
1999,"""ATLANTA, GA""","""NEW ORLEANS, LA""",79,425,1076,110,0.7266001,6.052089,0,1,0,4.70048,36.62778,0.7266001,6.981006
2000,"""ATLANTA, GA""","""NEW ORLEANS, LA""",79,425,998,131,0.6656,6.052089,0,0,1,4.875197,36.62778,0.6656,6.905753
1997,"""ATLANTA, GA""","""NEW YORK, NY""",80,756,5083,206,0.5529,6.628041,0,0,0,5.327876,43.93093,0.5529,8.533657
1998,"""ATLANTA, GA""","""NEW YORK, NY""",80,756,6172,162,0.5907,6.628041,1,0,0,5.087596,43.93093,0.5907,8.727778
1999,"""ATLANTA, GA""","""NEW YORK, NY""",80,756,6793,160,0.6499,6.628041,0,1,0,5.075174,43.93093,0.6499,8.823647
2000,"""ATLANTA, GA""","""NEW YORK, NY""",80,756,6768,168,0.6227,6.628041,0,0,1,5.123964,43.93093,0.6227,8.819961
1997,"""ATLANTA, GA""","""NEWPORT NEWS/WMSBURG, VA""",81,508,144,106,0.9155,6.230482,0,0,0,4.663439,38.8189,0.9155,4.969813
1998,"""ATLANTA, GA""","""NEWPORT NEWS/WMSBURG, VA""",81,508,188,86,0.948,6.230482,1,0,0,4.454347,38.8189,0.948,5.236442
1999,"""ATLANTA, GA""","""NEWPORT NEWS/WMSBURG, VA""",81,508,254,84,0.9525,6.230482,0,1,0,4.430817,38.8189,0.9525,5.537334
2000,"""ATLANTA, GA""","""NEWPORT NEWS/WMSBURG, VA""",81,508,272,107,0.96,6.230482,0,0,1,4.672829,38.8189,0.96,5.605802
1997,"""ATLANTA, GA""","""NORFOLK, VA""",82,516,401,145,0.9129,6.246107,0,0,0,4.976734,39.01385,0.9129,5.993961
1998,"""ATLANTA, GA""","""NORFOLK, VA""",82,516,472,106,0.9357,6.246107,1,0,0,4.663439,39.01385,0.9357,6.156979
1999,"""ATLANTA, GA""","""NORFOLK, VA""",82,516,535,100,0.9144,6.246107,0,1,0,4.60517,39.01385,0.9144,6.282267
2000,"""ATLANTA, GA""","""NORFOLK, VA""",82,516,439,132,0.9142,6.246107,0,0,1,4.882802,39.01385,0.9142,6.084499
1997,"""ATLANTA, GA""","""OKLAHOMA CITY, OK""",83,761,204,193,0.7332,6.634634,0,0,0,5.26269,44.01836,0.7332,5.31812
1998,"""ATLANTA, GA""","""OKLAHOMA CITY, OK""",83,761,249,177,0.7851,6.634634,1,0,0,5.17615,44.01836,0.7851,5.517453
1999,"""ATLANTA, GA""","""OKLAHOMA CITY, OK""",83,761,218,206,0.7588,6.634634,0,1,0,5.327876,44.01836,0.7588,5.384495
2000,"""ATLANTA, GA""","""OKLAHOMA CITY, OK""",83,761,254,204,0.7162001,6.634634,0,0,1,5.31812,44.01836,0.7162001,5.537334
1997,"""ATLANTA, GA""","""OMAHA, NE""",84,822,185,222,0.6637,6.71174,0,0,0,5.402678,45.04746,0.6637,5.220356
1998,"""ATLANTA, GA""","""OMAHA, NE""",84,822,229,214,0.7359,6.71174,1,0,0,5.365976,45.04746,0.7359,5.433722
1999,"""ATLANTA, GA""","""OMAHA, NE""",84,822,206,224,0.7298,6.71174,0,1,0,5.411646,45.04746,0.7298,5.327876
2000,"""ATLANTA, GA""","""OMAHA, NE""",84,822,205,232,0.7183,6.71174,0,0,1,5.446737,45.04746,0.7183,5.32301
1997,"""ATLANTA, GA""","""ONTARIO, CA""",85,1902,183,274,0.5969,7.550661,0,0,0,5.613128,57.01248,0.5969,5.209486
1998,"""ATLANTA, GA""","""ONTARIO, CA""",85,1902,216,265,0.6081,7.550661,1,0,0,5.57973,57.01248,0.6081,5.375278
1999,"""ATLANTA, GA""","""ONTARIO, CA""",85,1902,267,236,0.3935,7.550661,0,1,0,5.463832,57.01248,0.3935,5.587249
2000,"""ATLANTA, GA""","""ONTARIO, CA""",85,1902,221,286,0.5325,7.550661,0,0,1,5.655992,57.01248,0.5325,5.398163
1997,"""ATLANTA, GA""","""ORLANDO, FL""",86,403,1700,112,0.8199,5.998937,0,0,0,4.718499,35.98724,0.8199,7.438384
1998,"""ATLANTA, GA""","""ORLANDO, FL""",86,403,2011,113,0.7596,5.998937,1,0,0,4.727388,35.98724,0.7596,7.606388
1999,"""ATLANTA, GA""","""ORLANDO, FL""",86,403,1943,125,0.6749,5.998937,0,1,0,4.828314,35.98724,0.6749,7.571989
2000,"""ATLANTA, GA""","""ORLANDO, FL""",86,403,1982,133,0.6585,5.998937,0,0,1,4.890349,35.98724,0.6585,7.591862
1997,"""ATLANTA, GA""","""PHILADELPHIA, PA""",87,665,2047,130,0.5742,6.499787,0,0,0,4.867535,42.24723,0.5742,7.624131
1998,"""ATLANTA, GA""","""PHILADELPHIA, PA""",87,665,2129,125,0.5293,6.499787,1,0,0,4.828314,42.24723,0.5293,7.663408
1999,"""ATLANTA, GA""","""PHILADELPHIA, PA""",87,665,2251,121,0.6099,6.499787,0,1,0,4.795791,42.24723,0.6099,7.71913
2000,"""ATLANTA, GA""","""PHILADELPHIA, PA""",87,665,2318,129,0.5877,6.499787,0,0,1,4.859812,42.24723,0.5877,7.74846
1997,"""ATLANTA, GA""","""PHOENIX, AZ""",88,1587,710,259,0.5658,7.369601,0,0,0,5.556828,54.31102,0.5658,6.565265
1998,"""ATLANTA, GA""","""PHOENIX, AZ""",88,1587,674,275,0.6277,7.369601,1,0,0,5.616771,54.31102,0.6277,6.51323
1999,"""ATLANTA, GA""","""PHOENIX, AZ""",88,1587,683,295,0.581,7.369601,0,1,0,5.686975,54.31102,0.581,6.526495
2000,"""ATLANTA, GA""","""PHOENIX, AZ""",88,1587,716,284,0.6051,7.369601,0,0,1,5.648974,54.31102,0.6051,6.57368
1997,"""ATLANTA, GA""","""PITTSBURGH, PA""",89,526,527,216,0.5133,6.265301,0,0,0,5.375278,39.254,0.5133,6.2672
1998,"""ATLANTA, GA""","""PITTSBURGH, PA""",89,526,580,214,0.528,6.265301,1,0,0,5.365976,39.254,0.528,6.363028
1999,"""ATLANTA, GA""","""PITTSBURGH, PA""",89,526,573,218,0.5438,6.265301,0,1,0,5.384495,39.254,0.5438,6.350886
2000,"""ATLANTA, GA""","""PITTSBURGH, PA""",89,526,803,137,0.4657,6.265301,0,0,1,4.919981,39.254,0.4657,6.688354
1997,"""ATLANTA, GA""","""PORTLAND, OR""",90,2173,327,272,0.6995,7.683864,0,0,0,5.605802,59.04177,0.6995,5.78996
1998,"""ATLANTA, GA""","""PORTLAND, OR""",90,2173,341,286,0.7025,7.683864,1,0,0,5.655992,59.04177,0.7025,5.831882
1999,"""ATLANTA, GA""","""PORTLAND, OR""",90,2173,311,310,0.6686,7.683864,0,1,0,5.736572,59.04177,0.6686,5.739793
2000,"""ATLANTA, GA""","""PORTLAND, OR""",90,2173,353,320,0.6794,7.683864,0,0,1,5.768321,59.04177,0.6794,5.866468
1997,"""ATLANTA, GA""","""PROVIDENCE, RI""",91,904,224,274,0.7932,6.806829,0,0,0,5.613128,46.33293,0.7932,5.411646
1998,"""ATLANTA, GA""","""PROVIDENCE, RI""",91,904,197,269,0.8137,6.806829,1,0,0,5.594711,46.33293,0.8137,5.283204
1999,"""ATLANTA, GA""","""PROVIDENCE, RI""",91,904,175,250,0.7758,6.806829,0,1,0,5.521461,46.33293,0.7758,5.164786
2000,"""ATLANTA, GA""","""PROVIDENCE, RI""",91,904,230,230,0.8343,6.806829,0,0,1,5.438079,46.33293,0.8343,5.438079
1997,"""ATLANTA, GA""","""RALEIGH/DURHAM, NC""",92,356,1091,144,0.6743,5.874931,0,0,0,4.969813,34.51481,0.6743,6.99485
1998,"""ATLANTA, GA""","""RALEIGH/DURHAM, NC""",92,356,1297,110,0.7018,5.874931,1,0,0,4.70048,34.51481,0.7018,7.167809
1999,"""ATLANTA, GA""","""RALEIGH/DURHAM, NC""",92,356,1441,103,0.6546,5.874931,0,1,0,4.634729,34.51481,0.6546,7.273093
2000,"""ATLANTA, GA""","""RALEIGH/DURHAM, NC""",92,356,1411,117,0.5527,5.874931,0,0,1,4.762174,34.51481,0.5527,7.252054
1997,"""ATLANTA, GA""","""RICHMOND, VA""",93,481,436,230,0.9461,6.175867,0,0,0,5.438079,38.14133,0.9461,6.077642
1998,"""ATLANTA, GA""","""RICHMOND, VA""",93,481,721,115,0.758,6.175867,1,0,0,4.744932,38.14133,0.758,6.580639
1999,"""ATLANTA, GA""","""RICHMOND, VA""",93,481,552,175,0.9028,6.175867,0,1,0,5.164786,38.14133,0.9028,6.313548
2000,"""ATLANTA, GA""","""RICHMOND, VA""",93,481,535,194,0.9427,6.175867,0,0,1,5.267858,38.14133,0.9427,6.282267
1997,"""ATLANTA, GA""","""ROCHESTER, NY""",94,750,211,206,0.7855,6.620073,0,0,0,5.327876,43.82537,0.7855,5.351858
